sain,description,title
py9hs6kz,"<p>Part of the Aztec collection. <br \><br \></p><p>Give your bathroom an easy makeover by getting some coordinating towels. This set of 4 includes 2 hand towels and 2 bath size towels. Mix and match them between the patterned and plain to give your bathroom and everyday lift (or save them for when guests come over and pretend your bathroom is that clean and tidy all the time. We won&apos;t tell). <br \><br \></p><ul><li>Towel fabric 450gsm. </li><li>Machine washable at 40&deg;C. </li><li>Can be tumble dried. </li><li>Bale includes: 2 hand towels and 2 bath towels. </li></ul><p>Bath towels:</p><ul><li>Size L130, W70cm. </li></ul><p>Hand towels:</p><ul><li>Size L90, W50cm. </li></ul>",Argos Home Aztec Contrast 4 Piece Towel Bale
dc1xexzy,"<p>Add a touch of classic style to your everyday essentials with this pale yellow crew neck jumper. In a pure cotton fine knit, it's perfect to layer over shirts to stay warm without compromising a clean shape. Team it with a button-down collar and chinos to complete the look.&nbsp;</p><ul><li>Crew neck</li><li>Pure cotton</li><li>Super soft&nbsp;</li><li>Model wears a Size M</li><li>Model's height is 6'</li></ul>",Pale Yellow Crew Neck Jumper - L
njyfw7ay,"<p>Everyone loves a unicorn and this snuggly cream fleece is simply adorable. Crafted from a soft fluffy fabric, it has a funnel neck, pink half zip and a super cute unicorn face on the kangaroo pocket. Pop it on them as an extra layer to keep them cosy on chilly days this winter.</p><p>&nbsp;</p><ul><li>Cream fleece top</li><li>Pink half zip</li><li>Funnel neck</li><li>Unicorn kangaroo pocket</li><li>Keep away from fire</li></ul>",Cream Unicorn Fleece Top - 1.5-2 years
hhax2cte,"<p>Add a touch of classic style to your everyday essentials with this pale yellow crew neck jumper. In a pure cotton fine knit, it's perfect to layer over shirts to stay warm without compromising a clean shape. Team it with a button-down collar and chinos to complete the look.&nbsp;</p><ul><li>Crew neck</li><li>Pure cotton</li><li>Super soft&nbsp;</li><li>Model wears a Size M</li><li>Model's height is 6'</li></ul>",Pale Yellow Crew Neck Jumper - XL
68rvhse6,"<p>Pull-up style potty training pants are the perfect step away from nappies towards big-kid pants! Bambino Mio&apos;s award-winning reusable training pants promote independence for your toddler with their pull-up style design. <br \><br \></p><p>Winner of Winner of 2016 Silver Prima Baby & Pregnancy Award and 2015 Silver Prima Baby & Pregnany Award. <br \><br \></p><ul><li>Nappy size 5 (approx. 11-25kg). </li><li>Made from a cotton blend fabric, nothing is softer against your child&apos;s skin. </li><li>The pants have a concealed water resistant layer and absorbent inner pad designed to contain little accidents. </li><li>These pants allow your toddler to feel wetness while minimising the need for clothing changes. </li><li>Made from 80% cotton, 20% polyester, laminated to polyurethane. Available in a range of designs. </li><li>Includes: 3 x potty training pants. </li><li>Machine wash up to 40C. Do not use chlorine bleach. May be tumble dried on cold/low. Do not iron. Wash dark colours separately. </li><li>EAN: 5060575631011. </li></ul>",Bambino Mio Training Pants 3+yrs - 3 Pack
vcz0t6xw,"<p>Everyone loves a unicorn and this snuggly cream fleece is simply adorable. Crafted from a soft fluffy fabric, it has a funnel neck, pink half zip and a super cute unicorn face on the kangaroo pocket. Pop it on them as an extra layer to keep them cosy on chilly days this winter.</p><p>&nbsp;</p><ul><li>Cream fleece top</li><li>Pink half zip</li><li>Funnel neck</li><li>Unicorn kangaroo pocket</li><li>Keep away from fire</li></ul>",Cream Unicorn Fleece Top - 2-3 years
17fvnp5x,"<p>This set of quick-dry towels feature fluffy untwisted yarns so they&apos;re extra light and breathable. Made from 100% cotton, the bale includes 2 face cloths, 2 hand towels and 2 bath towels. They&apos;re all super absorbent and come in a dark grey slate colour to add a natural touch to your bathroom. <br \><br \></p><ul><li>Towel fabric 450gsm. </li><li>Machine washable at 40&deg;C. </li><li>Can be tumble dried. </li><li>Non-iron. </li><li>Bale includes: 2 face cloths, 2 hand towels and 2 bath towels. </li></ul><p>Bath towels:</p><ul><li>Size L130, W70cm. </li></ul><p>Hand towels:</p><ul><li>Size L90, W50cm. </li></ul><p>Face cloths:</p><ul><li>Size L30, W30cm. </li></ul>",Argos Home Quick Dry 6 Piece Towel Bale - Slate
67gcykgn,"<p>Add a touch of classic style to your everyday essentials with this pale yellow crew neck jumper. In a pure cotton fine knit, it's perfect to layer over shirts to stay warm without compromising a clean shape. Team it with a button-down collar and chinos to complete the look.&nbsp;</p><ul><li>Crew neck</li><li>Pure cotton</li><li>Super soft&nbsp;</li><li>Model wears a Size M</li><li>Model's height is 6'</li></ul>",Pale Yellow Crew Neck Jumper - XXL
wxscd5hy,"<p>Bring a modern vibe to your bathroom with this colour block towel bale. It includes a 100% cotton matching bath towel and hand towel. This clever 3D design mixes simple shapes to create a simple but effective finish. <br \><br \></p><ul><li>Towel fabric 550gsm. </li><li>Machine washable at 40&deg;C. </li><li>Can be tumble dried. </li><li>Non-iron. </li></ul><p>Bath towels:</p><ul><li>Size L130, W70cm. </li></ul><p>Hand towels:</p><ul><li>Size L90, W50cm. </li></ul>",Argos Home 2 Piece Towel Bale - Blue Geometric
tg90dcc7,"<p>Everyone loves a unicorn and this snuggly cream fleece is simply adorable. Crafted from a soft fluffy fabric, it has a funnel neck, pink half zip and a super cute unicorn face on the kangaroo pocket. Pop it on them as an extra layer to keep them cosy on chilly days this winter.</p><p>&nbsp;</p><ul><li>Cream fleece top</li><li>Pink half zip</li><li>Funnel neck</li><li>Unicorn kangaroo pocket</li><li>Keep away from fire</li></ul>",Cream Unicorn Fleece Top - 3-4 years
nxq1ah9h,"<p>Add a touch of classic style to your everyday essentials with this pale yellow crew neck jumper. In a pure cotton fine knit, it's perfect to layer over shirts to stay warm without compromising a clean shape. Team it with a button-down collar and chinos to complete the look.&nbsp;</p><ul><li>Crew neck</li><li>Pure cotton</li><li>Super soft&nbsp;</li><li>Model wears a Size M</li><li>Model's height is 6'</li></ul>",Pale Yellow Crew Neck Jumper - XXXL
839f2989,"<p>This sparkling towel bale has silver embroidery and shimmering gem detail that catches the light beautifully in your bathroom. It includes 2 hand towels and 2 bath towels and comes complete with a ribbon so you could also present it as a house warming gift. <br \><br \></p><ul><li>Towel fabric 450gsm. </li><li>Machine washable at 40&deg;C. </li><li>Can be tumble dried. </li><li>Bale includes: 2 hand towels and 2 bath towels. </li></ul><p>Bath towels:</p><ul><li>Size L130, W70cm. </li></ul><p>Hand towels:</p><ul><li>Size L90, W50cm. </li></ul>",Argos Home Sparkle 4 Piece Towel Bale
egjnxgtk,"<p>Everyone loves a unicorn and this snuggly cream fleece is simply adorable. Crafted from a soft fluffy fabric, it has a funnel neck, pink half zip and a super cute unicorn face on the kangaroo pocket. Pop it on them as an extra layer to keep them cosy on chilly days this winter.</p><p>&nbsp;</p><ul><li>Cream fleece top</li><li>Pink half zip</li><li>Funnel neck</li><li>Unicorn kangaroo pocket</li><li>Keep away from fire</li></ul>",Cream Unicorn Fleece Top - 4-5 years
v8hrhvgq,,Burgundy Waffle Knit Crew Neck Jumper
g4w4qwp2,"<p>Give your bathroom a modern makeover with these geometric towels from Argos Home. Featuring 2 bath towels, 2 hand towels and 2 face cloths, this set has a cool grey and white contrast with strong geometric lines. (And the geo look is very trendy right now, don&apos;t you know! ) Made from 100% cotton, they have a soft, absorbent finish. <br \><br \></p><ul><li>Towel fabric 480gsm. </li><li>Machine washable at 40&deg;C. </li><li>Can be tumble dried. </li><li>Non-iron. </li><li>Bale includes: 2 face cloths, 2 hand towels and 2 bath towels. </li><li>EAN: 63026000. </li></ul><p>Bath towels:</p><ul><li>Size L120, W70cm. </li></ul><p>Hand towels:</p><ul><li>Size L90, W50cm. </li></ul><p>Face cloths:</p><ul><li>Size L30, W30cm. </li></ul>",Argos Home 6 Piece Towel Bale - Geo Grey / Zest
w9ee37qx,"<p>Everyone loves a unicorn and this snuggly cream fleece is simply adorable. Crafted from a soft fluffy fabric, it has a funnel neck, pink half zip and a super cute unicorn face on the kangaroo pocket. Pop it on them as an extra layer to keep them cosy on chilly days this winter.</p><p>&nbsp;</p><ul><li>Cream fleece top</li><li>Pink half zip</li><li>Funnel neck</li><li>Unicorn kangaroo pocket</li><li>Keep away from fire</li></ul>",Cream Unicorn Fleece Top - 5-6 years
4bz98wz5,"<p>Update your off-duty edits with this long sleeve burgundy jumper. Cut to a relaxed fit with ribbed hems and a crew neckline, this versatile piece is presented in a classic waffle knit. For a casual look, layer over a shirt with dark denim jeans.</p><ul><li>Crew neck</li><li>Long sleeve</li><li>Waffle knit</li><li>Ribbed hem and cuffs</li><li>Model wears a size M</li><li>Model&rsquo;s height is 6&rsquo;2&rsquo;&rsquo;</li></ul>",Burgundy Waffle Knit Crew Neck Jumper - S
kq16dea9,"<p>Everyone loves a unicorn and this snuggly cream fleece is simply adorable. Crafted from a soft fluffy fabric, it has a funnel neck, pink half zip and a super cute unicorn face on the kangaroo pocket. Pop it on them as an extra layer to keep them cosy on chilly days this winter.</p><p>&nbsp;</p><ul><li>Cream fleece top</li><li>Pink half zip</li><li>Funnel neck</li><li>Unicorn kangaroo pocket</li><li>Keep away from fire</li></ul>",Cream Unicorn Fleece Top - 6-7 years
4v1wc8e1,"<p>This set of quick-dry towels feature fluffy untwisted yarns so they&apos;re extra light and breathable. Made from 100% cotton, the bale includes 2 face cloths, 2 hand towels and 2 bath sheets. They&apos;re all super absorbent and come in a fresh and vibrant blue colour to brighten up your bathroom. <br \><br \></p><ul><li>Towel fabric 450gsm. </li><li>Machine washable at 40&deg;C. </li><li>Can be tumble dried. </li><li>Non-iron. </li><li>Bale includes: 2 face cloths, 2 hand towels and 2 bath towels. </li></ul><p>Bath towels:</p><ul><li>Size L130, W70cm. </li></ul><p>Hand towels:</p><ul><li>Size L90, W50cm. </li></ul><p>Face cloths:</p><ul><li>Size L30, W30cm. </li></ul>",Argos Home Quick Dry 6 Piece Towel Bale - True Blue
4yz3bh7r,"<p>Update your off-duty edits with this long sleeve burgundy jumper. Cut to a relaxed fit with ribbed hems and a crew neckline, this versatile piece is presented in a classic waffle knit. For a casual look, layer over a shirt with dark denim jeans.</p><ul><li>Crew neck</li><li>Long sleeve</li><li>Waffle knit</li><li>Ribbed hem and cuffs</li><li>Model wears a size M</li><li>Model&rsquo;s height is 6&rsquo;2&rsquo;&rsquo;</li></ul>",Burgundy Waffle Knit Crew Neck Jumper - M
z5h553n8,,Black Patent School Ballerina Shoes
15evnjjq,"<p>This set of quick-dry towels feature fluffy untwisted yarns so they&apos;re extra light and breathable. Made from 100% cotton, the bale includes 2 face cloths, 2 hand towels and 2 bath towels. They&apos;re all super absorbent and come in a fresh sky blue colour to brighten up your bathroom. <br \><br \></p><ul><li>Towel fabric 450gsm. </li><li>Machine washable at 40&deg;C. </li><li>Can be tumble dried. </li><li>Non-iron. </li><li>Bale includes: 2 face cloths, 2 hand towels and 2 bath towels. </li></ul><p>Bath towels:</p><ul><li>Size L130, W70cm. </li></ul><p>Hand towels:</p><ul><li>Size L90, W50cm. </li></ul><p>Face cloths:</p><ul><li>Size L30, W30cm. </li></ul>",Argos Home Quick Dry 6 Piece Towel Bale - Sky
p47gqemn,"<p>Update your off-duty edits with this long sleeve burgundy jumper. Cut to a relaxed fit with ribbed hems and a crew neckline, this versatile piece is presented in a classic waffle knit. For a casual look, layer over a shirt with dark denim jeans.</p><ul><li>Crew neck</li><li>Long sleeve</li><li>Waffle knit</li><li>Ribbed hem and cuffs</li><li>Model wears a size M</li><li>Model&rsquo;s height is 6&rsquo;2&rsquo;&rsquo;</li></ul>",Burgundy Waffle Knit Crew Neck Jumper - L
nwa8n68s,"<p>This vibrant tangerine set of quick-dry towels has fluffy untwisted yarns so they&apos;re extra light and breathable. Made from 100% cotton, the bale includes 2 face cloths, 2 hand towels and 2 bath towels. Brilliant for the beach or backpacking and great for the gym, they&apos;re a handy option for use on-the-go. They dry quickly, meaning that you won&apos;t have to worry about lugging around a heavy, wet towel. <br \><br \></p><ul><li>Towel fabric 450gsm. </li><li>Machine washable at 40&deg;C. </li><li>Can be tumble dried. </li><li>Non-iron. </li><li>Bale includes: 2 face cloths, 2 hand towels and 2 bath towels. </li></ul><p>Bath towels:</p><ul><li>Size L130, W70cm. </li></ul><p>Hand towels:</p><ul><li>Size L90, W50cm. </li></ul><p>Face cloths:</p><ul><li>Size L30, W30cm. </li></ul>",Argos Home Quick Dry 6 Piece Towel Bale - Tangerine
3mpk63qz,"<p>Update your off-duty edits with this long sleeve burgundy jumper. Cut to a relaxed fit with ribbed hems and a crew neckline, this versatile piece is presented in a classic waffle knit. For a casual look, layer over a shirt with dark denim jeans.</p><ul><li>Crew neck</li><li>Long sleeve</li><li>Waffle knit</li><li>Ribbed hem and cuffs</li><li>Model wears a size M</li><li>Model&rsquo;s height is 6&rsquo;2&rsquo;&rsquo;</li></ul>",Burgundy Waffle Knit Crew Neck Jumper - XL
